"Category","Sub Category","Units","1-Acetylpiperidine","4-Acetylmorpholine","Hexahydro-1H-azepine-1-carbaldehyde","N-Formylpiperidine","Butanedial","Tetramethylene sulfoxide","1,2-Cyclohexanedione","2-Methoxy-1,3-dioxolane","2-Methylpyrazine","3-Methoxypropionitrile","Acetone","Caprolactone","Cyclobutanone","Cycloheptanone","Cyclopentanone","Cyrene","Diisopropyl methylphosphonate","Butyl sulfoxide","Dimethyl sulfoxide","Ethyl cyanoacetate","1,3-Dioxolan-2-one, 4-[(acetyloxy)methyl]-","Methyl acetoacetate","Methyl cyanoacetate","N,N-Diethyl Acetamide","N,N-Diethylformamide","1-Butylpyrrolidin-2-one","Triethyl phosphate","γ-Butyrolactone","Î³-Valerolactone","N-methyl-2-pyrrolidone","β-Methyl-δ-valerolactone","3,4-(Methylenedioxy)benzaldehyde","Octadecylamine","PFOS - Heptadecafluorooctanesulfonic acid solution"
"Chronic Human Effects","Respiratory Sensitivity/ Disease","Asthmagen Type (AOEC Database)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","Memo for Asthmagen Type (AOEC Database)","","","","","","","","","","","","","","","","","","","","","","","","","","","Not found on AOEC website, on CHE website as organophosphates","","","","","","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","Key Phrases","","","6","","","","6","","","","","","","","2","","8","","","","6","","","6","6","","6","","","8","6","6","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","SDS","","","","","","","","","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","GHS H Phrase","","","6","","","","6","","","6","","","","","","6","6","","","","6","","","6","6","","","","","6","6","","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","Memo for GHS H Phrase","","","","","","","","","","","","","","","","","","","","","","","","SDS","","","","","","SDS","","","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","GHS Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Respiratory Sensitivity/ Disease","Memo for GHS Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","EU - Priority Endocrine Disruptor","","","","","","","","","","2","","","","","","2","","","","","2","","","","2","","","","","","","2","",""
"Chronic Human Effects","Endocrine System Effects","Memo for EU - Priority Endocrine Disruptor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","ECHA Endocrine Disruptor Assessment List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","Memo for ECHA Endocrine Disruptor Assessment List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","EU - SVHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","Memo for EU - SVHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","EU Endocrine Disruptor List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","Memo for EU Endocrine Disruptor List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","ChemSec - SIN","2","","","","2","2","","2","","2","","","","2","","2","","2","","","2","","","","2","","","","","","2","2","",""
"Chronic Human Effects","Endocrine System Effects","Memo for ChemSec - SIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","OSPAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","Memo for OSPAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","TEDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","",""
"Chronic Human Effects","Endocrine System Effects","Memo for TEDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Endocrine System Effects","Key Phrases","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","",""
"Chronic Human Effects","Endocrine System Effects","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chronic Human Effects","Other Chronic Organ Effects","Key Phrases","","","","","","","","","","","8","","","","","2","8","","","","","","","","","","8","8","","","","","8","10"
"Chronic Human Effects","Other Chronic Organ Effects","Memo for Key Phrases","","","","","","","","","","","","","","","","Repeated dose toxicity - Rat - male and female - Oral - 14 d - NOAEL (No observed adverse effect level) - 1,000 mg/kg","Respiratory tract","","","","","","","","","","","","","","","","SDS Gastro-intestinal system, Liver, Immune system",""
"Chronic Human Effects","Other Chronic Organ Effects","GHS H-Phrase - Repeated Exposure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","8","10"
"Chronic Human Effects","Other Chronic Organ Effects","Memo for GHS H-Phrase - Repeated Exposure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SciFinder","","","SDS","SDS"
"Chronic Human Effects","Other Chronic Organ Effects","GHS Category - STOT - Repeated Exposure","","","","","","","","","","","6","2","","","","","","","2","","","","","","","","2","","2","6","","","6","8"
"Chronic Human Effects","Other Chronic Organ Effects","Memo for GHS Category - STOT - Repeated Exposure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SciFinder","","","SDS","SDS"
"Ecological Hazards","Acute Aquatic Toxicity","Acute Fish LC50 (mg/l)","241","6812","226","450","14.4","11100","7","7131","1764.59","4731","5540.00","280.00","3400","111","1800.00","100","68","130","40000.00","59","121","77","123","1500.00","733","100","1000.00","220.00","169.00","950","100","2.5","0.009",""
"Ecological Hazards","Acute Aquatic Toxicity","Memo for Acute Fish LC50 (mg/l)","ECOSAR","","ECOSAR","ECOSAR","ECOSAR","ECOSAR","QSAR toolbox","ECOSAR","","ECOSAR","","","QSAR toolbox","ECOSAR","","OECD Test Guideline 203 - Oncorhynchus mykiss (rainbow trout)","ECOSAR","ECOSAR","","","QSAR toolbox","ECOSAR","","SDS","QSAR toolbox","SDS","","","","EPI Suite","ECOSAR","96h static (Cyprinus carpio)","EPI Suite",""
"Ecological Hazards","Acute Aquatic Toxicity","Acute Algae (or other aquatic plant) EC50 (mg/l)","6","","5.6","10","3.7","1538","","1000","364.35","1400","430.00","2616.00","469","73","","100","73","88","25500.00","","103","236.9","72","9.29","15","160","132.00","360.00","247.00","18.97","128","29","0.000471",""
"Ecological Hazards","Acute Aquatic Toxicity","Memo for Acute Algae (or other aquatic plant) EC50 (mg/l)","ECOSAR","","ECOSAR","ECOSAR","ECOSAR","ECOSAR","","ECOSAR","","ECOSAR","","","ECOSAR","ECOSAR","","OECD Test Guideline 202 - Daphnia magna (Water flea)","ECOSAR","ECOSAR","","","ECOSAR","","ECOSAR","EPI Suite","ECOSAR","SDS","","","","EPI Suite","ECOSAR","EPI Suite","EPI Suite",""
"Ecological Hazards","Acute Aquatic Toxicity","Key Phrases","","","","","","","4","","2","2","","","","","","2","","","2","","2","4","4","6","6","2","2","2","2","6","","8","10","6"
"Ecological Hazards","Acute Aquatic Toxicity","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS","SDS",""
"Ecological Hazards","Acute Aquatic Toxicity","GHS H Phrases","","","","","","","","","","","","","","","","2","","","","","","","","6","","","","","","","","8","10",""
"Ecological Hazards","Acute Aquatic Toxicity","Memo for GHS H Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS",""
"Ecological Hazards","Acute Aquatic Toxicity","GHS Category level","","","","","","","","","","","","","","","","2","","","","","","","","6","","","","","","","","8","10",""
"Ecological Hazards","Acute Aquatic Toxicity","Memo for GHS Category level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS",""
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","NOEC (NOAEC) or ECx (mg/l)","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","",""
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","Memo for NOEC (NOAEC) or ECx (mg/l)","","","","","","","","","","","","","","","","OECD Test Guideline 201  - Pseudokirchneriella subcapitata","","","","","","","","","","","","","","","","","",""
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","ChV mg/l","","","","","","","","","146.29","","","8.90","","","","","","","623.00","","","","","4.63","","2.36","10.59","","18.96","0.466","","1.8","0.000252",""
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","Memo for ChV mg/l","","","","","","","","","","","","","","","","","","","","","","","","EPI Suite","","3470-98-2","","","","EPI Suite","","EPI Suite","EPI Suite",""
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","Key Phrases","","","","","","","6","","","2","","4","","","4","2","4","","4","4","2","4","4","6","4","6","4","2","2","6","","8","10","8"
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS","SDS"
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","GHS H Phrases","","","","","","","","","","","","","","","","2","","","","","","","","6","","","","","","","","8","10","8"
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","Memo for GHS H Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS","SDS"
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","GHS Category","","","","","","","","","","","","","","","","2","","","","","","","","6","","","","","","","","8","10","8"
"Ecological Hazards","Chronic Aquatic Toxicity (fish, crustacea or algae)","Memo for GHS Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS","SDS"
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Air t1/2 life (days)","","","","","","","","","14.50","","49","1.70","","","3.69","","","","0.17","","","","","0.463","","0.37","0.21","4.60","2.86","0.475","","0.375","0.2",""
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Memo for Air t1/2 life (days)","","","","","","","","","EPI Suite","","","","","","","","","","","","","","","EPI Suite","","EPI Suite","","","","EPI Suite","","EPI Suite","EPI Suite",""
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Water t1/2 life (days)","","","","","","","","","15.00","","15.00","15.00","","","15.00","","","","15.00","","","","","15","","15","15.00","15.00","15.00","15.00","","15","15",""
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Memo for Water t1/2 life (days)","","","","","","","","","EPI Suite","","","","","","","","","","","","","","","EPI Suite","","EPI Suite","","","","EPI Suite","","EPI Suite","EPI Suite",""
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Soil/Sediment t1/2 life (days)","","","","","","","","","30.00","","30.00","30.00","","","30.00","","","","30.00","","","","","30","","30","30.00","30.00","30.00","140.00","","30","30",""
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Memo for Soil/Sediment t1/2 life (days)","","","","","","","","","EPI Suite","","","","","","","","","","","","","","","EPI Suite","","EPI Suite","","","","EPI Suite","","EPI Suite","EPI Suite",""
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Overall Key Phrases for Air, Water or Soil/Sediment","6","4","6","6","2","6","2","4","8","2","4","4","2","2","","4","6","4","4","","2","2","2","4","2","4","4","","","8","2","4","6","8"
"Environmental Fate & Transport","Persistence in air, water, soil/sediment","Memo for Overall Key Phrases for Air, Water or Soil/Sediment","","","","","","","","","","","","","EPI Suite","","","OECD Test Guideline 107","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","28-day Study: % Breakdown Dissolved Organic Carbon (DOC or ThDOC or ThCO2 or ThOD)","","99","","","","","","","","","","","","","","99","","","31.00","","","","","","","","","90.00","","73.00","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","Memo for 28-day Study: % Breakdown Dissolved Organic Carbon (DOC or ThDOC or ThCO2 or ThOD)","","","","","","","","","","","","","","","","OECD Test Guideline 301A","","","","","","","","","","","","","","SDS","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","OECD 301 A-F; OECD 306; OECD 310; OECD 311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","Memo for OECD 301 A-F; OECD 306; OECD 310; OECD 311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","OECD 302 A-D (aerobic, inherent, BOD, DOC, COD)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","Memo for OECD 302 A-D (aerobic, inherent, BOD, DOC, COD)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","OECD 303 A-B; OECD 307; OECD 308; OECD 309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","Memo for OECD 303 A-B; OECD 307; OECD 308; OECD 309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Fate & Transport","Degradability in water, soil, sediment","Key Phrases","8","4","6","8","2","8","2","6","8","2","","4","2","2","4","2","8","2","8","","2","2","2","4","2","4","8","2","4","2","2","2","2","6"
"Environmental Fate & Transport","Degradability in water, soil, sediment","Memo for Key Phrases","","","","","","","","","EPI Suite","","","","EPI Suite","","","","","EPI Suite","","","EPI Suite","","","EPI Suite","","EPI Suite","","","","","","EPI Suite","SDS",""
"Environmental Fate & Transport","Bioconcentration/ Bioaccumulation","Log Kow / Pow","0.88","-0.87","0.92","0.43","3.162","-0.96","-0.47","-0.64","0.21","-0.42","","0.32","0.28","1.62","0.38","-1.52","1.03","1.72","","-0.12","-0.53","-0.69","-0.47","0.34","-0.067","1.37","0.80","","","-0.46","0.28","1.06","7.71",""
"Environmental Fate & Transport","Bioconcentration/ Bioaccumulation","Memo for Log Kow / Pow","","","","","","","","OPERA","EPI Suite","EPI Suite","","","OPERA","","","","","","","","","","EPI Suite","EPI Suite","HSPiP","EPI Suite","","","","SDS","HSPiP","HSPiP","",""
"Environmental Fate & Transport","Bioconcentration/ Bioaccumulation","BAF/BCF (l/kg)","3.162","3.162","3.162","3.162","-0.67","3.162","3.162","0.27","1.04","3.162","","1.06","0.5","0.734","1.05","","0.347","6.378","0.90","0.26","","3.162","0.9","1.017","3.162","2.249","2.71","0.90","0.93","3.20","1.042","1.991","549",""
"Environmental Fate & Transport","Bioconcentration/ Bioaccumulation","Memo for BAF/BCF (l/kg)","","","","","","","","","EPI Suite","EPI Suite","","","OPERA","","","","","","","","","","EPI Suite","EPI Suite","","EPI Suite","","","","EPI Suite","EPI Suite","EPI suite","",""
"Environmental Fate & Transport","Bioconcentration/ Bioaccumulation","Key Phrases","","","","","","","2","4","2","2","","2","2","2","","2","2","","2","","2","2","2","2","2","2","2","2","2","2","","2","8","6"
"Environmental Fate & Transport","Bioconcentration/ Bioaccumulation","Memo for Key Phrases","","","","","","","","","","","","","EPI Suite","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Greenhouse Gas","GWP Relative to CO2","0","0","0","0","0","0","0","0","0","0","","0.00","0","0","","0","0","0","0.00","0","0","0","0","0","0","","0.00","0.00","0.00","0","0","0","",""
"Atmospheric Hazard","Greenhouse Gas","Memo for GWP Relative to CO2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Greenhouse Gas","Y/N","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"Atmospheric Hazard","Greenhouse Gas","Memo for Y/N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Ozone Depletor","ODP Units","0","0","0","0","0","0","0","0","0","0","","0.00","0","0","","0","0","0","0.00","0","0","0","0","0","0","","0.00","0.00","0.00","0","0","0","",""
"Atmospheric Hazard","Ozone Depletor","Memo for ODP Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Ozone Depletor","GHS H Phrase","2","2","2","2","2","2","2","2","","2","","","2","2","","2","2","2","","2","2","2","2","","2","","","","","","2","2","",""
"Atmospheric Hazard","Ozone Depletor","Memo for GHS H Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Ozone Depletor","Ozone Classification","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"Atmospheric Hazard","Ozone Depletor","Memo for Ozone Classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Ozone Depletor","Y/N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Ozone Depletor","Memo for Y/N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","Acid Rain Formation","Key Phrases","8","8","8","8","2","8","2","2","8","8","","2","2","2","","2","2","8","2","8","8","2","8","8","8","8","2","2","2","8","2","2","8","8"
"Atmospheric Hazard","Acid Rain Formation","Memo for Key Phrases","","","","","","","","","SDS Hazardous decomposition - NOx","SDS NOx","","","","","","","","SDS SOx","","SDS NOx","SDS NOx","","SDS NOx","SDS NOx","SDS NOx","SDS NOx","","","","SDS NOx","","","SDS NOx","SDS SOx"
"Atmospheric Hazard","Acid Rain Formation","Y/N","10","10","10","","2","","2","2","","","2","2","2","2","2","2","2","","","","","2","","","","","2","2","2","","2","2","",""
"Atmospheric Hazard","Acid Rain Formation","Memo for Y/N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","NESHAP","Key Phrases","","","","","","","2","2","2","2","","2","","2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","2","2"
"Atmospheric Hazard","NESHAP","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atmospheric Hazard","NESHAP","Y/N","","","","","","","2","2","2","2","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","","2","2","2","2","","","2","2"
"Atmospheric Hazard","NESHAP","Memo for Y/N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Vapor Pressure","mm Hg at temp range 20-25C","0.03","0.02","0.04","0.04","5","0.02","","19","8.06","2.2","185.00","0.02","43","","12.00","0.21","0.07","0","0.41","0.03","0","0.89","0.5","0.738","0.4","0.01","0.393","1.50","0.00","0.30","0.15","0.0022","0",""
"Physical Properties","Vapor Pressure","Memo for mm Hg at temp range 20-25C","HSPiP","","","HSPiP","HSPiP","HSPiP","","","","HSPiP","","","","","","Vapor pressure : 0.28 hPa (77 °F / 25 °C)","HSPiP","","","","","","HSPiP","EPI Suite","HSPiP","EPI Suite","","","","","HSPiP","HSPiP","SDS",""
"Physical Properties","Flammability: Liquid","NFPA/HMIS 0,1,2,3,4","","4","4","4","6","4","4","8","6","6","8","4","8","6","8","4","4","4","6","4","2","6","4","4","6","2","4","4","4","6","4","4","4","2"
"Physical Properties","Flammability: Liquid","Memo for NFPA/HMIS 0,1,2,3,4","","","","","","","","","","","","","","SDS","","","SDS","","","","","","SDS","","","","","","","","","","",""
"Physical Properties","Flammability: Liquid","GHS H Phrase","","","","","","","","6","6","4","","","8","","6","","","","4","","","4","4","4","6","","","","4","4","4","","","4"
"Physical Properties","Flammability: Liquid","Memo for GHS H Phrase","","","","","","","","SDS","SDS","","","","","","","","","","","","","","","SDS","","","","","","SDS","","","",""
"Physical Properties","Flammability: Liquid","GHS Category level","","","","","","","","6","6","4","8","","8","","6","4","","","","","","4","4","4","6","","","","","4","4","","",""
"Physical Properties","Flammability: Liquid","Memo for GHS Category level","","","","","","","","SDS","SDS","","","","","","","","","","","","","","","SDS","","","","","","SDS","","","",""
"Physical Properties","Flammability: Liquid","Flash Point deg C","97","122","106.4","91","52","112","84","34","50.00","66","","109.00","16","55","30.00","108","82","121","87.00","110","162","77","110","","60","","116.00","","96.00","91.00","114.5","131","148",""
"Physical Properties","Flammability: Liquid","Memo for Flash Point deg C","","","","","HSPiP","","SDS","SDS","SDS","SDS","","","","","","","HSPiP","","","","","","","","","","open cup","","","SDS","","","SDS",""
"Physical Properties","Flammability: Liquid","Key Phrases Liquid","","","","","","","4","6","6","4","8","4","6","6","6","4","","","4","","","4","4","4","4","2","","","4","4","4","","","4"
"Physical Properties","Flammability: Liquid","Memo for Key Phrases Liquid","","","","","","","","SDS","SDS","","","","","","","","","","","","","","","SDS","","","","","","SDS","","","","SDS Storage class Combustible"
"Physical Properties","Flammability: Gas","GHS H Phrase","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","",""
"Physical Properties","Flammability: Gas","Memo for GHS H Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Flammability: Gas","GHS Category Level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Flammability: Gas","Memo for GHS Category Level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Flammability: Gas","Key Phrases Gas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Flammability: Gas","Memo for Key Phrases Gas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Reactivity","NFPA/HMIS 0,1,2,3,4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","4","2","2","2","2","2","2","2","2","2","2","4","2","2","4","2"
"Physical Properties","Reactivity","Memo for NFPA/HMIS 0,1,2,3,4","","","","","","","","","","","","","","","","","SDS","","","","","","","","","","","","","","","","SDS Forms explosive mixtures with air on intense heating",""
"Physical Properties","Reactivity","GHS H Phrase","","","","","","","2","","","2","","","","2","","2","","","","","2","2","2","","","","","","","","","2","",""
"Physical Properties","Reactivity","Memo for GHS H Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Reactivity","Type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Reactivity","Memo for Type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Reactivity","GHS Category Level","","","","","","","2","","","2","","","","2","","2","","","","","2","2","","","","","","","","","","2","",""
"Physical Properties","Reactivity","Memo for GHS Category Level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Reactivity","Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Reactivity","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","pH","pH Units","2","2","2","2","2","2","","","","2","2","","2","2","","","2","2","","","2","2","2","","","","","8","","6","2","","8","8"
"Physical Properties","pH","Memo for pH Units","","","","","","","","","","SDS pH 6.8","pH 7","","","","","","","","","","","","","","","","","SDS pH 4.5","","SDS pH 8.5","","","SDS pH 11.4","Pubchem pH 10.5"
"Physical Properties","pH","Key Phrases","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","","2","2","8","6"
"Physical Properties","pH","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Corrosivity to Materials","Key Phrases","2","2","2","2","2","2","2","2","","2","","","2","2","","2","2","2","4","2","2","2","2","","2","","4","","","","2","2","",""
"Physical Properties","Corrosivity to Materials","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Corrosivity to Materials","GHS Category Level","2","2","2","2","2","2","2","2","","2","","","2","2","","2","2","2","","2","2","2","2","","2","","","","","","2","2","",""
"Physical Properties","Corrosivity to Materials","Memo for GHS Category Level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Corrosivity to Materials","GHS H Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Corrosivity to Materials","Memo for GHS H Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Odor","Key Phrases","6","","","","","","2","4","","4","2","6","6","2","6","2","2","2","8","8","2","4","2","","4","","6","","6","8","6","2","8",""
"Physical Properties","Odor","Memo for Key Phrases","","","","","","","","","","","","","","SDS","","","","","","SDS aromatic","","","SDS","","","","","","","SDS amine-like","","","SDS amine-like",""
"Physical Properties","Volatile Organic Compound","g/l","","","","","","","","","","","40.00","","","","","0","","","","","","","","","","","","","","1028.00","","","",""
"Physical Properties","Volatile Organic Compound","Memo for g/l","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Volatile Organic Compound","Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Physical Properties","Volatile Organic Compound","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Heat of work space","WBGT, deg C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Heat of work space","Memo for WBGT, deg C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Heat of work space","Hot work condition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Heat of work space","Memo for Hot work condition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Heat of work space","Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Heat of work space","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Cold for work place","Cold work conditions deg C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Cold for work place","Memo for Cold work conditions deg C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Cold for work place","Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Cold for work place","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Noise Generation","dBA/hr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Noise Generation","Memo for dBA/hr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Noise Generation","Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Noise Generation","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Class 1 Small Machine (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Memo for Class 1 Small Machine (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Class 2 Medium Machine (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
